Nombre;Especie;Género;Familia;Orden
;Protoxerus aubinnii;Protoxerus;Sciuridae;RODENTIA
;Tachyoryctes audax;Tachyoryctes;Spalacidae;RODENTIA
;Nesomys audeberti;Nesomys;Nesomyidae;RODENTIA
;Sylvilagus audubonii;Sylvilagus;Leporidae;LAGOMORPHA
;Rhinonicteris aurantia;Rhinonicteris;Hipposideridae;CHIROPTERA
;Platyrrhinus aurarius;Platyrrhinus;Phyllostomidae;CHIROPTERA
;Murina aurata;Murina;Vespertilionidae;CHIROPTERA
;Profelis aurata;Profelis;Felidae;CARNIVORA
;Isoodon auratus;Isoodon;Peramelidae;PERAMELEMORPHIA
Langur de Java;Trachypithecus auratus;Trachypithecus;Cercopithecidae;PRIMATES
Hámster sirio;Mesocricetus auratus;Mesocricetus;Cricetidae;RODENTIA
;Arielulus aureocollaris;Arielulus;Vespertilionidae;CHIROPTERA
;Sciurus aureogaster;Sciurus;Sciuridae;RODENTIA
;Podogymnura aureospinula;Podogymnura;Erinaceidae;ERINACEOMORPHA
;Hapalemur aureus;Hapalemur;Lemuridae;PRIMATES
;Arctocebus aureus;Arctocebus;Lorisidae;PRIMATES
;Thomasomys aureus;Thomasomys;Cricetidae;RODENTIA
;Pipanacoctomys aureus;Pipanacoctomys;Octodontidae;RODENTIA
;Canis aureus;Canis;Canidae;CARNIVORA
;Desmodillus auricularis;Desmodillus;Muridae;RODENTIA
;Myotis auriculus;Myotis;Vespertilionidae;CHIROPTERA
;Eumops auripendulus;Eumops;Molossidae;CHIROPTERA
;Nyctinomops aurispinosus;Nyctinomops;Molossidae;CHIROPTERA
;Didelphis aurita;Didelphis;Didelphidae;DIDELPHIMORPHIA
;Geogale aurita;Geogale;Tenrecidae;AFROSORICIDA
;Callithrix aurita;Callithrix;Cebidae;PRIMATES
;Nycteris aurita;Nycteris;Nycteridae;CHIROPTERA
;Myzopoda aurita;Myzopoda;Myzopodidae;CHIROPTERA
;Lonchorhina aurita;Lonchorhina;Phyllostomidae;CHIROPTERA
;Reithrodon auritus;Reithrodon;Cricetidae;RODENTIA
;Mesocapromys auritus;Mesocapromys;Capromyidae;RODENTIA
;Hemiechinus auritus;Hemiechinus;Erinaceidae;ERINACEOMORPHA
;Triaenops auritus;Triaenops;Hipposideridae;CHIROPTERA
;Chrotopterus auritus;Chrotopterus;Phyllostomidae;CHIROPTERA
Murciélago;Plecotus auritus;Plecotus;Vespertilionidae;CHIROPTERA
;Oryzomys auriventer;Oryzomys;Cricetidae;RODENTIA
;Petaurus australis;Petaurus;Petauridae;DIPROTODONTIA
;Heteromys australis;Heteromys;Heteromyidae;RODENTIA
;Crateromys australis;Crateromys;Muridae;RODENTIA
;Pseudomys australis;Pseudomys;Muridae;RODENTIA
;Microcavia australis;Microcavia;Caviidae;RODENTIA
;Ctenomys australis;Ctenomys;Ctenomyidae;RODENTIA
;Syconycteris australis;Syconycteris;Pteropodidae;CHIROPTERA
;Taphozous australis;Taphozous;Emballonuridae;CHIROPTERA
;Tadarida australis;Tadarida;Molossidae;CHIROPTERA
;Myotis australis;Myotis;Vespertilionidae;CHIROPTERA
;Miniopterus australis;Miniopterus;Vespertilionidae;CHIROPTERA
;Dusicyon australis;Dusicyon;Canidae;CARNIVORA
;Arctocephalus australis;Arctocephalus;Otariidae;CARNIVORA
Ballena franca austral;Eubalaena australis;Eubalaena;Balaenidae;CETACEA
;Lagenorhynchus australis;Lagenorhynchus;Delphinidae;CETACEA
;Plecotus austriacus;Plecotus;Vespertilionidae;CHIROPTERA
;Rhipidomys austrinus;Rhipidomys;Cricetidae;RODENTIA
;Myotis austroriparius;Myotis;Vespertilionidae;CHIROPTERA
;Oecomys auyantepui;Oecomys;Cricetidae;RODENTIA
Lirón enano;Muscardinus avellanarius;Muscardinus;Gliridae;RODENTIA
;Sorex averini;Sorex;Soricidae;SORICOMORPHA
Murciélago parecido a un pájaro;Nyctalus aviator;Nyctalus;Vespertilionidae;CHIROPTERA
;Rhinopithecus avunculus;Rhinopithecus;Cercopithecidae;PRIMATES
;Mastomys awashensis;Mastomys;Muridae;RODENTIA
Axis;Axis axis;Axis;Cervidae;ARTIODACTYLA
Marikiná de Azara;Aotus azarae;Aotus;Aotidae;PRIMATES
;Akodon azarae;Akodon;Cricetidae;RODENTIA
;Dasyprocta azarae;Dasyprocta;Dasyproctidae;RODENTIA
;Ctenomys azarae;Ctenomys;Ctenomyidae;RODENTIA
;Nyctalus azoreum;Nyctalus;Vespertilionidae;CHIROPTERA
Ratón ocotero;Peromyscus aztecus;Peromyscus;Cricetidae;RODENTIA
;Artibeus aztecus;Artibeus;Phyllostomidae;CHIROPTERA
;Molossus aztecus;Molossus;Molossidae;CHIROPTERA
;Myosorex babaulti;Myosorex;Soricidae;SORICOMORPHA
;Babyrousa babyrussa;Babyrousa;Suidae;ARTIODACTYLA
Conejo matorralero;Sylvilagus bachmani;Sylvilagus;Leporidae;LAGOMORPHA
;Camelus bactrianus;Camelus;Camelidae;ARTIODACTYLA
;Catopuma badia;Catopuma;Felidae;CARNIVORA
Colobo rojo occidental;Piliocolobus badius;Piliocolobus;Cercopithecidae;PRIMATES
;Cannomys badius;Cannomys;Spalacidae;RODENTIA
;Hybomys badius;Hybomys;Muridae;RODENTIA
;Maxomys baeodon;Maxomys;Muridae;RODENTIA
;Thomasomys baeops;Thomasomys;Cricetidae;RODENTIA
;Hylomyscus baeri;Hylomyscus;Muridae;RODENTIA
;Bullimus bagobus;Bullimus;Muridae;RODENTIA
;Marmota baibacina;Marmota;Sciuridae;RODENTIA
;Chaetodipus baileyi;Chaetodipus;Heteromyidae;RODENTIA
;Crocidura baileyi;Crocidura;Soricidae;SORICOMORPHA
;Naemorhedus baileyi;Naemorhedus;Bovidae;ARTIODACTYLA
;Calomyscus bailwardi;Calomyscus;Calomyscidae;RODENTIA
;Sorex bairdi;Sorex;Soricidae;SORICOMORPHA
Tapir centroamericano;Tapirus bairdii;Tapirus;Tapiridae;PERISSODACTYLA
;Berardius bairdii;Berardius;Ziphiidae;CETACEA
;Plecotus balensis;Plecotus;Vespertilionidae;CHIROPTERA
;Allactaga balikunica;Allactaga;Dipodidae;RODENTIA
;Oryzomys balneator;Oryzomys;Cricetidae;RODENTIA
;Scotorepens balstoni;Scotorepens;Vespertilionidae;CHIROPTERA
;Calomyscus baluchi;Calomyscus;Calomyscidae;RODENTIA
;Callosciurus baluensis;Callosciurus;Sciuridae;RODENTIA
;Rattus baluensis;Rattus;Muridae;RODENTIA
;Crocidura baluensis;Crocidura;Soricidae;SORICOMORPHA
;Pteropus banakrisi;Pteropus;Pteropodidae;CHIROPTERA
;Tarsius bancanus;Tarsius;Tarsiidae;PRIMATES
;Osgoodomys banderanus;Osgoodomys;Cricetidae;RODENTIA
;Melomys bannisteri;Melomys;Muridae;RODENTIA
;Mus baoulei;Mus;Muridae;RODENTIA
;Callicebus baptista;Callicebus;Pitheciidae;PRIMATES
Hámster chino;Cricetulus barabensis;Cricetulus;Cricetidae;RODENTIA
;Alticola barakshin;Alticola;Cricetidae;RODENTIA
Tayra;Eira barbara;Eira;Mustelidae;CARNIVORA
;Callicebus barbarabrownae;Callicebus;Pitheciidae;PRIMATES
;Lemniscomys barbarus;Lemniscomys;Muridae;RODENTIA
;Barbastella barbastellus;Barbastella;Vespertilionidae;CHIROPTERA
;Xenuromys barbatus;Xenuromys;Muridae;RODENTIA
Foca barbuda;Erignathus barbatus;Erignathus;Phocidae;CARNIVORA
;Sus barbatus;Sus;Suidae;ARTIODACTYLA
;Trachypithecus barbei;Trachypithecus;Cercopithecidae;PRIMATES
;Petromyscus barbouri;Petromyscus;Nesomyidae;RODENTIA
;Otomys barbouri;Otomys;Muridae;RODENTIA
;Molossus barnesi;Molossus;Molossidae;CHIROPTERA
Rata vizcacha roja;Tympanoctomys barrerae;Tympanoctomys;Octodontidae;RODENTIA
;Hylopetes bartelsi;Hylopetes;Sciuridae;RODENTIA
;Maxomys bartelsii;Maxomys;Muridae;RODENTIA
;Zaglossus bartoni;Zaglossus;Tachyglossidae;MONOTREMATA
;Hybomys basilii;Hybomys;Muridae;RODENTIA
;Macrotarsomys bastardi;Macrotarsomys;Nesomyidae;RODENTIA
;Prionomys batesi;Prionomys;Nesomyidae;RODENTIA
;Crocidura batesi;Crocidura;Soricidae;SORICOMORPHA
;Neotragus batesi;Neotragus;Bovidae;ARTIODACTYLA
;Microtus bavaricus;Microtus;Cricetidae;RODENTIA
;Vespadelus baverstocki;Vespadelus;Vespertilionidae;CHIROPTERA
;Funisciurus bayonii;Funisciurus;Sciuridae;RODENTIA
;Peromyscus beatae;Peromyscus;Cricetidae;RODENTIA
;Glauconycteris beatrix;Glauconycteris;Vespertilionidae;CHIROPTERA
;Crocidura beatus;Crocidura;Soricidae;SORICOMORPHA
;Hipposideros beatus;Hipposideros;Hipposideridae;CHIROPTERA
;Dobsonia beauforti;Dobsonia;Pteropodidae;CHIROPTERA
;Margaretamys beccarii;Margaretamys;Muridae;RODENTIA
;Crocidura beccarii;Crocidura;Soricidae;SORICOMORPHA
;Emballonura beccarii;Emballonura;Emballonuridae;CHIROPTERA
;Mormopterus beccarii;Mormopterus;Molossidae;CHIROPTERA
;Myotis bechsteinii;Myotis;Vespertilionidae;CHIROPTERA
;Bassaricyon beddardi;Bassaricyon;Procyonidae;CARNIVORA
;Rhinolophus beddomei;Rhinolophus;Rhinolophidae;CHIROPTERA
;Proedromys bedfordi;Proedromys;Cricetidae;RODENTIA
;Sorex bedfordiae;Sorex;Soricidae;SORICOMORPHA
Ardilla terrestre de California;Spermophilus beecheyi;Spermophilus;Sciuridae;RODENTIA
;Anomalurus beecrofti;Anomalurus;Anomaluridae;RODENTIA
;Glyphonycteris behnii;Glyphonycteris;Phyllostomidae;CHIROPTERA
;Oryx beisa;Oryx;Bovidae;ARTIODACTYLA
;Tupaia belangeri;Tupaia;Tupaiidae;SCANDENTIA
;Spermophilus beldingi;Spermophilus;Sciuridae;RODENTIA
;Lemniscomys bellieri;Lemniscomys;Muridae;RODENTIA
;Antechinus bellus;Antechinus;Dasyuridae;DASYUROMORPHIA
Mono aullador de manos rojas;Alouatta belzebul;Alouatta;Atelidae;PRIMATES
Mono araña común;Ateles belzebuth;Ateles;Atelidae;PRIMATES
;Chaerephon bemmeleni;Chaerephon;Molossidae;CHIROPTERA
;Sorex bendirii;Sorex;Soricidae;SORICOMORPHA
;Necromys benefactus;Necromys;Cricetidae;RODENTIA
Loris perezoso de Bengala;Nycticebus bengalensis;Nycticebus;Lorisidae;PRIMATES
;Bandicota bengalensis;Bandicota;Muridae;RODENTIA
;Prionailurus bengalensis;Prionailurus;Felidae;CARNIVORA
;Vulpes bengalensis;Vulpes;Canidae;CARNIVORA
;Dendrolagus bennettianus;Dendrolagus;Macropodidae;DIPROTODONTIA
;Abrocoma bennettii;Abrocoma;Abrocomidae;RODENTIA
;Mimon bennettii;Mimon;Phyllostomidae;CHIROPTERA
;Cynogale bennettii;Cynogale;Viverridae;CARNIVORA
;Gazella bennettii;Gazella;Bovidae;ARTIODACTYLA
;Menetes berdmorei;Menetes;Sciuridae;RODENTIA
Rata pequeña de dientes blancos;Berylmys berdmorei;Berylmys;Muridae;RODENTIA
Ciervo almizclero enano;Moschus berezovskii;Moschus;Moschidae;ARTIODACTYLA
;Ctenomys bergi;Ctenomys;Ctenomyidae;RODENTIA
Gorila oriental;Gorilla beringei;Gorilla;Hominidae;PRIMATES
;Macropus bernardus;Macropus;Macropodidae;DIPROTODONTIA
Tití del príncipe Bernardo;Callicebus bernhardi;Callicebus;Pitheciidae;PRIMATES
;Microcebus berthae;Microcebus;Cheirogaleidae;PRIMATES
;Selevinia betpakdalaensis;Selevinia;Gliridae;RODENTIA
;Brachyuromys betsileoensis;Brachyuromys;Nesomyidae;RODENTIA
;Sicista betulina;Sicista;Dipodidae;RODENTIA
;Ozotoceros bezoarticus;Ozotoceros;Cervidae;ARTIODACTYLA
;Petaurus biacensis;Petaurus;Petauridae;DIPROTODONTIA
Walabí de pantano;Wallabia bicolor;Wallabia;Macropodidae;DIPROTODONTIA
Tamarino calvo;Saguinus bicolor;Saguinus;Cebidae;PRIMATES
;Ratufa bicolor;Ratufa;Sciuridae;RODENTIA
;Oecomys bicolor;Oecomys;Cricetidae;RODENTIA
;Coendou bicolor;Coendou;Erethizontidae;RODENTIA
;Hipposideros bicolor;Hipposideros;Hipposideridae;CHIROPTERA
Rinoceronte negro;Diceros bicornis;Diceros;Rhinocerotidae;PERISSODACTYLA
;Rousettus bidens;Rousettus;Pteropodidae;CHIROPTERA
;Tonatia bidens;Tonatia;Phyllostomidae;CHIROPTERA
;Sturnira bidens;Sturnira;Phyllostomidae;CHIROPTERA
;Vampyressa bidens;Vampyressa;Phyllostomidae;CHIROPTERA
Zifio de Sowerby;Mesoplodon bidens;Mesoplodon;Ziphiidae;CETACEA
Langur negro de nariz chata;Rhinopithecus bieti;Rhinopithecus;Cercopithecidae;PRIMATES
;Felis bieti;Felis;Felidae;CARNIVORA
;Nyctophilus bifax;Nyctophilus;Vespertilionidae;CHIROPTERA
;Pygoderma bilabiatum;Pygoderma;Phyllostomidae;CHIROPTERA
;Pseudantechinus bilarni;Pseudantechinus;Dasyuridae;DASYUROMORPHIA
Murciélago de líneas blancas;Saccopteryx bilineata;Saccopteryx;Emballonuridae;CHIROPTERA
;Thylogale billardierii;Thylogale;Macropodidae;DIPROTODONTIA
;Uroderma bilobatum;Uroderma;Phyllostomidae;CHIROPTERA
;Sminthopsis bindi;Sminthopsis;Dasyuridae;DASYUROMORPHIA
;Nandinia binotata;Nandinia;Nandiniidae;CARNIVORA
Binturong;Arctictis binturong;Arctictis;Viverridae;CARNIVORA
;Marmosops bishopi;Marmosops;Didelphidae;DIDELPHIMORPHIA
;Clyomys bishopi;Clyomys;Echimyidae;RODENTIA
Bisonte americano;Bison bison;Bison;Bovidae;ARTIODACTYLA
;Isothrix bistriata;Isothrix;Echimyidae;RODENTIA
;Hippocamelus bisulcus;Hippocamelus;Cervidae;ARTIODACTYLA
;Biswamoyopterus biswasi;Biswamoyopterus;Sciuridae;RODENTIA
;Chaerephon bivittatus;Chaerephon;Molossidae;CHIROPTERA
Murciélago verrugoso de Jamaica;Mormoops blainvillei;Mormoops;Mormoopidae;CHIROPTERA
Delfín del Plata;Pontoporia blainvillei;Pontoporia;Iniidae;CETACEA
;Phyllomys blainvillii;Phyllomys;Echimyidae;RODENTIA
;Jaculus blanfordi;Jaculus;Dipodidae;RODENTIA
;Madromys blanfordi;Madromys;Muridae;RODENTIA
;Sphaerias blanfordi;Sphaerias;Pteropodidae;CHIROPTERA
;Hesperoptenus blanfordi;Hesperoptenus;Vespertilionidae;CHIROPTERA
;Rattus blangorum;Rattus;Muridae;RODENTIA
;Myosorex blarina;Myosorex;Soricidae;SORICOMORPHA
;Rhinolophus blasii;Rhinolophus;Rhinolophidae;CHIROPTERA
;Arvicanthis blicki;Arvicanthis;Muridae;RODENTIA
;Lasiurus blossevillii;Lasiurus;Vespertilionidae;CHIROPTERA
;Myotis blythii;Myotis;Vespertilionidae;CHIROPTERA
;Marmota bobak;Marmota;Sciuridae;RODENTIA
;Allactodipus bobrinskii;Allactodipus;Dipodidae;RODENTIA
;Eptesicus bobrinskoi;Eptesicus;Vespertilionidae;CHIROPTERA
;Steatomys bocagei;Steatomys;Nesomyidae;RODENTIA
;Aethomys bocagei;Aethomys;Muridae;RODENTIA
;Cryptomys bocagei;Cryptomys;Bathyergidae;RODENTIA
;Myotis bocagii;Myotis;Vespertilionidae;CHIROPTERA
;Rhinolophus bocharicus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Hypsugo bodenheimeri;Hypsugo;Vespertilionidae;CHIROPTERA
;Uromys boeadii;Uromys;Muridae;RODENTIA
;Paraxerus boehmi;Paraxerus;Sciuridae;RODENTIA
;Gerbilliscus boehmi;Gerbilliscus;Muridae;RODENTIA
;Dinaromys bogdanovi;Dinaromys;Cricetidae;RODENTIA
;Akodon bogotensis;Akodon;Cricetidae;RODENTIA
;Sturnira bogotensis;Sturnira;Phyllostomidae;CHIROPTERA
;Lonchophylla bokermanni;Lonchophylla;Phyllostomidae;CHIROPTERA
;Babyrousa bolabatuensis;Babyrousa;Suidae;ARTIODACTYLA
;Pseudomys bolami;Pseudomys;Muridae;RODENTIA
;Oryzomys bolivaris;Oryzomys;Cricetidae;RODENTIA
;Calomys boliviae;Calomys;Cricetidae;RODENTIA
Mono ardilla boliviano;Saimiri boliviensis;Saimiri;Cebidae;PRIMATES
;Akodon boliviensis;Akodon;Cricetidae;RODENTIA
;Auliscomys boliviensis;Auliscomys;Cricetidae;RODENTIA
;Ctenomys boliviensis;Ctenomys;Ctenomyidae;RODENTIA
;Abrocoma boliviensis;Abrocoma;Abrocomidae;RODENTIA
;Dactylomys boliviensis;Dactylomys;Echimyidae;RODENTIA
;Erophylla bombifrons;Erophylla;Phyllostomidae;CHIROPTERA
;Myotis bombinus;Myotis;Vespertilionidae;CHIROPTERA
;Thomasomys bombycinus;Thomasomys;Cricetidae;RODENTIA
Rorcual austral;Balaenoptera bonaerensis;Balaenoptera;Balaenopteridae;CETACEA
;Phyllotis bonariensis;Phyllotis;Cricetidae;RODENTIA
;Eumops bonariensis;Eumops;Molossidae;CHIROPTERA
Bisonte europeo;Bison bonasus;Bison;Bovidae;ARTIODACTYLA
;Ctenomys bonettoi;Ctenomys;Ctenomyidae;RODENTIA
;Rattus bontanus;Rattus;Muridae;RODENTIA
;Mus booduga;Mus;Muridae;RODENTIA
;Scotophilus borbonicus;Scotophilus;Vespertilionidae;CHIROPTERA
;Synaptomys borealis;Synaptomys;Cricetidae;RODENTIA
Murciélago colorado;Lasiurus borealis;Lasiurus;Vespertilionidae;CHIROPTERA
;Saiga borealis;Saiga;Bovidae;ARTIODACTYLA
Rorcual norteño;Balaenoptera borealis;Balaenoptera;Balaenopteridae;CETACEA
;Lissodelphis borealis;Lissodelphis;Delphinidae;CETACEA
;Rhinolophus borneensis;Rhinolophus;Rhinolophidae;CHIROPTERA
;Mazama bororo;Mazama;Cervidae;ARTIODACTYLA
;Laephotis botswanae;Laephotis;Vespertilionidae;CHIROPTERA
Gofer de bolsillo de Botta;Thomomys bottae;Thomomys;Geomyidae ;RODENTIA
;Eptesicus bottae;Eptesicus;Vespertilionidae;CHIROPTERA
;Dipodillus bottai;Dipodillus;Muridae;RODENTIA
;Crocidura bottegi;Crocidura;Soricidae;SORICOMORPHA
;Crocidura bottegoides;Crocidura;Soricidae;SORICOMORPHA
;Perameles bougainville;Perameles;Peramelidae;PERAMELEMORPHIA
;Melomys bougainville;Melomys;Muridae;RODENTIA
;Sminthopsis boullangerensis;Sminthopsis;Dasyuridae;DASYUROMORPHIA
;Genetta bourloni;Genetta;Viverridae;CARNIVORA
;Mesoplodon bowdoini;Mesoplodon;Ziphiidae;CETACEA
;Berylmys bowersi;Berylmys;Muridae;RODENTIA
;Peromyscus boylii;Peromyscus;Cricetidae;RODENTIA
Monito del monte;Dromiciops bozinovici;Dromiciops;Microbiotheriidae;MICROBIOTHERIA
;Leopardus braccatus;Leopardus;Felidae;CARNIVORA
;Myonycteris brachycephala;Myonycteris;Pteropodidae;CHIROPTERA
;Platyrrhinus brachycephalus;Platyrrhinus;Phyllostomidae;CHIROPTERA
;Microtus brachycercus;Microtus;Cricetidae;RODENTIA
;Cryptotis brachyonyx;Cryptotis;Soricidae;SORICOMORPHA
;Petrogale brachyotis;Petrogale;Macropodidae;DIPROTODONTIA
Murciélago frugívoro de nariz corta;Cynopterus brachyotis;Cynopterus;Pteropodidae;CHIROPTERA
;Lampronycteris brachyotis;Lampronycteris;Phyllostomidae;CHIROPTERA
;Mops brachypterus;Mops;Molossidae;CHIROPTERA
;Philetor brachypterus;Philetor;Vespertilionidae;CHIROPTERA
;Elephantulus brachyrhynchus;Elephantulus;Macroscelididae;MACROSCELIDEA
Puercoespín malayo;Hystrix brachyura;Hystrix;Hystricidae;RODENTIA
Quokka;Setonix brachyurus;Setonix;Macropodidae;DIPROTODONTIA
;Lepus brachyurus;Lepus;Leporidae;LAGOMORPHA
;Herpestes brachyurus;Herpestes;Herpestidae;CARNIVORA
Aguará guazú;Chrysocyon brachyurus;Chrysocyon;Canidae;CARNIVORA
;Niviventer brahma;Niviventer;Muridae;RODENTIA
Hámster turco;Mesocricetus brandti;Mesocricetus;Cricetidae;RODENTIA
;Lasiopodomys brandtii;Lasiopodomys;Cricetidae;RODENTIA
Murciélago de Brandt;Myotis brandtii;Myotis;Vespertilionidae;CHIROPTERA
Pacarana;Dinomys branickii;Dinomys;Dinomyidae;RODENTIA
;Gerbilliscus brantsii;Gerbilliscus;Muridae;RODENTIA
;Parotomys brantsii;Parotomys;Muridae;RODENTIA
;Lophostoma brasiliense;Lophostoma;Phyllostomidae;CHIROPTERA
;Holochilus brasiliensis;Holochilus;Cricetidae;RODENTIA
;Ctenomys brasiliensis;Ctenomys;Ctenomyidae;RODENTIA
;Phyllomys brasiliensis;Phyllomys;Echimyidae;RODENTIA
;Sylvilagus brasiliensis;Sylvilagus;Leporidae;LAGOMORPHA
Murciélago de cola libre;Tadarida brasiliensis;Tadarida;Molossidae;CHIROPTERA
;Eptesicus brasiliensis;Eptesicus;Vespertilionidae;CHIROPTERA
Nutria gigante;Pteronura brasiliensis;Pteronura;Mustelidae;CARNIVORA
;Desmodilliscus braueri;Desmodilliscus;Muridae;RODENTIA
Delfín de hocico estrecho;Steno bredanensis;Steno;Delphinidae;CETACEA
;Chaerephon bregullae;Chaerephon;Molossidae;CHIROPTERA
;Rhinopithecus brelichi;Rhinopithecus;Cercopithecidae;PRIMATES
;Oligoryzomys brendae;Oligoryzomys;Cricetidae;RODENTIA
;Spermophilus brevicauda;Spermophilus;Sciuridae;RODENTIA
;Zygodontomys brevicauda;Zygodontomys;Cricetidae;RODENTIA
;Proechimys brevicauda;Proechimys;Echimyidae;RODENTIA
;Blarina brevicauda;Blarina;Soricidae;SORICOMORPHA
;Carollia brevicauda;Carollia;Phyllostomidae;CHIROPTERA
;Monodelphis brevicaudata;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Microgale brevicaudata;Microgale;Tenrecidae;AFROSORICIDA
;Lophuromys brevicaudus;Lophuromys;Muridae;RODENTIA
Petauro del azúcar;Petaurus breviceps;Petaurus;Petauridae;DIPROTODONTIA
;Geomys breviceps;Geomys;Geomyidae ;RODENTIA
;Blarinomys breviceps;Blarinomys;Cricetidae;RODENTIA
;Hipposideros breviceps;Hipposideros;Hipposideridae;CHIROPTERA
Cachalote pigmeo;Kogia breviceps;Kogia;Physeteridae;CETACEA
;Reithrodontomys brevirostris;Reithrodontomys;Cricetidae;RODENTIA
;Cormura brevirostris;Cormura;Emballonuridae;CHIROPTERA
;Orcaella brevirostris;Orcaella;Delphinidae;CETACEA
;Microtus breweri;Microtus;Cricetidae;RODENTIA
;Parascalops breweri;Parascalops;Talpidae;SORICOMORPHA
;Mazama bricenii;Mazama;Cervidae;ARTIODACTYLA
;Octodon bridgesi;Octodon;Octodontidae;RODENTIA
;Peroryctes broadbenti;Peroryctes;Peramelidae;PERAMELEMORPHIA
;Syntheosciurus brochus;Syntheosciurus;Sciuridae;RODENTIA
;Vampyressa brocki;Vampyressa;Phyllostomidae;CHIROPTERA
;Gerbillus brockmani;Gerbillus;Muridae;RODENTIA
;Myomyscus brockmani;Myomyscus;Muridae;RODENTIA
;Sundasciurus brookei;Sundasciurus;Sciuridae;RODENTIA
;Cephalophus brookei;Cephalophus;Bovidae;ARTIODACTYLA
;Delanymys brooksi;Delanymys;Nesomyidae;RODENTIA
;Dyacopterus brooksi;Dyacopterus;Pteropodidae;CHIROPTERA
;Micronycteris brosseti;Micronycteris;Phyllostomidae;CHIROPTERA
;Marmota broweri;Marmota;Sciuridae;RODENTIA
;Thylogale browni;Thylogale;Macropodidae;DIPROTODONTIA
;Geocapromys brownii;Geocapromys;Capromyidae;RODENTIA
Damán de Bruce;Heterohyrax brucei;Heterohyrax;Procaviidae;HYRACOIDEA
;Zaglossus bruijni;Zaglossus;Tachyglossidae;MONOTREMATA
;Pogonomelomys bruijni;Pogonomelomys;Muridae;RODENTIA
;Thylogale brunii;Thylogale;Macropodidae;DIPROTODONTIA
;Crocidura brunnea;Crocidura;Soricidae;SORICOMORPHA
;Hyaena brunnea;Hyaena;Hyaenidae;CARNIVORA
Tití marrón;Callicebus brunneus;Callicebus;Pitheciidae;PRIMATES
;Spermophilus brunneus;Spermophilus;Sciuridae;RODENTIA
;Zygodontomys brunneus;Zygodontomys;Cricetidae;RODENTIA
;Lophuromys brunneus;Lophuromys;Muridae;RODENTIA
;Pteropus brunneus;Pteropus;Pteropodidae;CHIROPTERA
;Neoromicia brunneus;Neoromicia;Vespertilionidae;CHIROPTERA
;Neotoma bryanti;Neotoma;Cricetidae;RODENTIA
;Limnomys bryophilus;Limnomys;Muridae;RODENTIA
Búfalo de agua;Bubalus bubalis;Bubalus;Bovidae;ARTIODACTYLA
;Sus bucculentus;Sus;Suidae;ARTIODACTYLA
;Blanfordimys bucharensis;Blanfordimys;Cricetidae;RODENTIA
;Myotis bucharensis;Myotis;Vespertilionidae;CHIROPTERA
;Sorex buchariensis;Sorex;Soricidae;SORICOMORPHA
;Akodon budini;Akodon;Cricetidae;RODENTIA
;Ctenomys budini;Ctenomys;Ctenomyidae;RODENTIA
;Abrocoma budini;Abrocoma;Abrocomidae;RODENTIA
;Coryphomys buehleri;Coryphomys;Muridae;RODENTIA
;Crocidura buettikoferi;Crocidura;Soricidae;SORICOMORPHA
;Epomops buettikoferi;Epomops;Pteropodidae;CHIROPTERA
;Mus bufo;Mus;Muridae;RODENTIA
;Thomomys bulbivorus;Thomomys;Geomyidae ;RODENTIA
;Tylomys bullaris;Tylomys;Cricetidae;RODENTIA
Jerbo del Gobi;Allactaga bullata;Allactaga;Dipodidae;RODENTIA
;Peromyscus bullatus;Peromyscus;Cricetidae;RODENTIA
;Tamias bulleri;Tamias;Sciuridae;RODENTIA
;Pappogeomys bulleri;Pappogeomys;Geomyidae ;RODENTIA
;Aproteles bulmerae;Aproteles;Pteropodidae;CHIROPTERA
;Neotoma bunkeri;Neotoma;Cricetidae;RODENTIA
;Nesokia bunnii;Nesokia;Muridae;RODENTIA
;Grammomys buntingi;Grammomys;Muridae;RODENTIA
;Petrogale burbidgei;Petrogale;Macropodidae;DIPROTODONTIA
Cebra de Burchell;Equus burchellii;Equus;Equidae;PERISSODACTYLA
;Rattus burrus;Rattus;Muridae;RODENTIA
Tuza de bolsillo de las llanuras;Geomys bursarius;Geomys;Geomyidae ;RODENTIA
;Reithrodontomys burti;Reithrodontomys;Cricetidae;RODENTIA
;Gerbillus burtoni;Gerbillus;Muridae;RODENTIA
;Melomys burtoni;Melomys;Muridae;RODENTIA
;Otomys burtoni;Otomys;Muridae;RODENTIA
Alcélafo;Alcelaphus buselaphus;Alcelaphus;Bovidae;ARTIODACTYLA
;Sminthopsis butleri;Sminthopsis;Dasyuridae;DASYUROMORPHIA
;Leimacomys büttneri;Leimacomys;Muridae;RODENTIA
Niala montano;Tragelaphus buxtoni;Tragelaphus;Bovidae;ARTIODACTYLA
;Dasyuroides byrnei;Dasyuroides;Dasyuridae;DASYUROMORPHIA
;Alcelaphus caama;Alcelaphus;Bovidae;ARTIODACTYLA
;Equus caballus;Equus;Equidae;PERISSODACTYLA
;Dasymys cabrali;Dasymys;Muridae;RODENTIA
;Microtus cabrerae;Microtus;Cricetidae;RODENTIA
;Eothenomys cachinus;Eothenomys;Cricetidae;RODENTIA
